,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,days_from_last_review
15061,12006770,East Village- The location,14731964,Pete,Manhattan,East Village,40.73273,-73.98667,Private room,125,1,36,2019-07-07,1.4,1,81,1
24843,19928987,Convenient & Cozy Upper East Side Apartment,24041479,Ethan,Manhattan,Upper East Side,40.7593,-73.95967,Private room,246,1,10,2018-10-24,0.42,1,365,257
7484,5581442,Home 4 Medical Professionals- St Johns Episcopal 4,26377263,Stat,Queens,Far Rockaway,40.59594,-73.75492,Private room,38,30,5,2017-05-13,0.1,43,312,786
10351,7919803,Comfy & Charming 2 Bedroom Home,4549552,Jill,Brooklyn,Bedford-Stuyvesant,40.69118,-73.95928,Entire home/apt,160,2,14,2016-05-21,0.3,1,0,1143
805,287417,HOT SPOT FOR 20 AND 30 SOMETHING'S,1495196,Yvette,Brooklyn,Bedford-Stuyvesant,40.68174,-73.91921,Entire home/apt,300,2,40,2019-06-23,0.68,1,0,15
12284,9496176,Hells Kitchen hideaway,1557889,Michael,Manhattan,Hell's Kitchen,40.75826,-73.98923,Entire home/apt,400,5,15,2019-06-24,0.35,2,78,14
10736,8266641,2 bedroom in Stuyvesant Heights,43588775,Anthony,Brooklyn,Bedford-Stuyvesant,40.68137,-73.94233,Private room,139,4,84,2019-05-08,1.83,1,307,61
7980,6134199,Stylish Pop-Art studio on trendy UWS,6003040,Lalo,Manhattan,Upper West Side,40.78926,-73.96989,Entire home/apt,198,2,161,2019-06-29,3.21,1,252,9
33831,26803876,"Brooklyn studio by the park, 30 min to Manhattan",2052361,Katya,Brooklyn,Prospect-Lefferts Gardens,40.65501,-73.95948,Entire home/apt,80,3,2,2019-06-10,0.32,3,0,28
1722,780205,"Large 2 bedroom, full floor apt.",4092307,Eddie,Manhattan,Civic Center,40.71247,-73.99873,Entire home/apt,225,3,3,2017-01-02,0.07,2,189,917
36252,28838673,Luxury Brownstone living in the heart of Brooklyn,290055,Julian,Brooklyn,Bedford-Stuyvesant,40.68523,-73.93833,Entire home/apt,275,3,43,2019-06-24,4.54,1,123,14
10864,8373265,Huge Private Cool 1BR Harlem -Close 2 Central Park,15094887,Lisa,Manhattan,Harlem,40.80582,-73.95355,Entire home/apt,150,5,11,2019-01-02,0.82,1,0,187
18551,14632080,California Vibes in NYC,90839719,Amy,Manhattan,Chinatown,40.7149,-73.99063,Entire home/apt,153,3,82,2018-12-29,2.42,1,0,191
32419,25379780,Heart of Park Slope,187453004,Nancy,Brooklyn,Park Slope,40.67384,-73.97743,Private room,150,2,36,2019-07-01,2.71,1,293,7
208,54860,Great apartment with private bathroom and entrance,258164,Jenny,Manhattan,East Harlem,40.79958,-73.94275,Private room,100,5,204,2019-06-23,1.92,1,192,15
37634,29847462,"Park Slope - Brand New Bright 3 Bedroom, 2.5 Bath",5847816,Tristan,Brooklyn,Park Slope,40.66724,-73.98039,Entire home/apt,700,4,2,2019-06-12,0.32,1,174,26
21677,17411672,Space for Creating and Staying  in Bed-Stuy,117742969,Doretha,Brooklyn,Bedford-Stuyvesant,40.69392,-73.9472,Entire home/apt,98,2,6,2019-06-09,0.93,1,359,29
25631,20521505,1 BR Suite Minutes to Botanic Gardens!,2610288,Laura,Brooklyn,Crown Heights,40.66543,-73.95439,Entire home/apt,105,2,55,2019-06-29,2.47,1,18,9
857,302758,Sunny 1BR East Harlem Apartment,8605,Dimitry,Manhattan,East Harlem,40.7968,-73.93611,Entire home/apt,150,7,12,2016-03-26,0.14,1,0,1199
20922,16568106,"Quiet South Slope house w/ piano, porch & garden.",7574029,Tracey,Brooklyn,Sunset Park,40.65917,-73.99137,Entire home/apt,175,1,17,2018-08-26,0.56,1,0,316
43250,33533803,Feel free and at home In  my cozy apartment.,167949895,W. Jesse,Bronx,Kingsbridge,40.86313,-73.90183,Shared room,35,1,3,2019-04-06,0.94,1,0,93
22476,18176796,3BED apartment 20 MINS TO MANHATTAN,116723158,Jamaul,Brooklyn,East Flatbush,40.65321,-73.95199,Entire home/apt,140,1,111,2019-07-07,4.53,1,259,1
17409,13726629,CLEAN COMFORTABLE ROOM 7 MIN FR JFK,20134231,Paulette,Queens,Springfield Gardens,40.66298,-73.7621,Private room,40,2,187,2019-03-08,5.12,3,352,122
14761,11671588,Townhouse 2 BR Central Park West,61391963,Corporate Housing,Manhattan,Upper West Side,40.78833,-73.97026,Entire home/apt,150,30,5,2019-05-31,0.27,91,311,38
31642,24653322,Cozy Ridgewood Apartment,131482216,Lynn,Queens,Ridgewood,40.71002,-73.90952,Entire home/apt,115,3,14,2019-01-01,0.99,1,19,188
17668,13883020,Amazing view in an artist's living 2bed/2bath apt,20471727,Krisztián,Brooklyn,Williamsburg,40.71118,-73.96342,Entire home/apt,370,6,5,2018-12-31,0.14,1,0,189
19411,15493096,Beautiful Private Bedroom in 2BR Apartment,14010411,Alex,Brooklyn,Prospect Heights,40.67419,-73.96423,Private room,149,3,4,2017-01-02,0.13,1,0,917
23345,18897423,Modern & Industrial LIC Accomodations,127560222,Christina,Queens,Long Island City,40.75578,-73.93666,Private room,259,2,3,2018-12-05,0.22,2,0,215
32481,25456951,Beautiful 1 bedroom apt with private rooftop,10317649,Carita,Brooklyn,Williamsburg,40.71465,-73.96172,Entire home/apt,190,4,4,2019-05-26,0.32,1,17,43
30353,23465912,Beautiful apartment - easy access to all,175116422,Karilyn,Staten Island,Grant City,40.57879,-74.11043,Entire home/apt,60,3,81,2019-07-04,5.09,3,272,4
29328,22494825,Just Minutes From Manhattan,25581222,Ella,Bronx,Mott Haven,40.80986,-73.9214,Entire home/apt,140,2,57,2019-06-16,3.58,1,73,22
45986,35023304,The best home away from home!,263843788,Diana,Queens,Sunnyside,40.74143,-73.9229,Entire home/apt,145,2,7,2019-07-01,5.68,1,14,7
33649,26645876,Lucky Home 像纽约有个温馨的家 安静整洁 Sunshine lovely Comfort,88576580,Anna,Queens,Flushing,40.75607,-73.82212,Private room,60,1,3,2018-08-19,0.28,2,0,323
11425,8873479,Beautiful modern room with private bathroom,27240092,Darin,Manhattan,Gramercy,40.73557,-73.98353,Private room,124,1,118,2019-06-23,2.7,1,278,15
6261,4573897,Private BR in 2 BR Modern Apartment,21935479,Crysdian,Manhattan,Inwood,40.86821,-73.92128,Private room,76,2,70,2019-06-08,1.37,1,352,30
23603,19094835,Comfortable & Elegant 3BR House near Prospect Park,6701270,Kenny,Brooklyn,Prospect-Lefferts Gardens,40.65787,-73.95929,Entire home/apt,130,8,4,2018-08-19,0.18,1,0,323
5785,4217758,Beautiful Apartment in Bushwick/Ridgewood,10618980,Lumin And Hendrik,Queens,Ridgewood,40.70729,-73.91697,Entire home/apt,98,2,157,2019-07-05,2.73,1,15,3
32717,25779152,Quiet 2BD Brooklyn Cheap Stay,1395940,Reggie,Brooklyn,Bedford-Stuyvesant,40.68202,-73.92151,Entire home/apt,165,1,42,2019-06-21,3.16,1,133,17
28243,21981789,Spacious light room in a cool neighborhood,100672521,Angie,Manhattan,Lower East Side,40.7128,-73.99045,Private room,88,1,44,2019-06-28,2.25,3,73,10
4504,3105986,Steps away from Brooklyn museum,8822946,Mariam,Brooklyn,Crown Heights,40.67228,-73.96239,Entire home/apt,135,5,4,2015-10-17,0.07,1,0,1360
35904,28515078,Minimalist Oasis/ Condo,124155350,Anna,Manhattan,Harlem,40.82778,-73.94995,Entire home/apt,150,2,7,2019-01-02,0.76,1,0,187
13362,10034817,Spacious 1 bed near TIME SQUARE,51501835,Jeniffer,Manhattan,Hell's Kitchen,40.76343,-73.99381,Entire home/apt,150,30,1,2016-06-14,0.03,31,339,1119
35404,28083998,Private Room Family & Friendly,210297251,Grisel,Brooklyn,Crown Heights,40.67718,-73.95852,Private room,70,2,1,2018-09-14,0.1,1,0,297
17193,13618453,"Luxurious, Spacious, Private Bath, Nice Hosts too",41947929,Connie,Brooklyn,Crown Heights,40.67667,-73.94826,Private room,125,1,47,2019-07-01,1.36,2,151,7
47840,35943649,SoHa Bliss - Central Park North 2 Bed / 1 Bath,270288786,Aidas,Manhattan,Harlem,40.79965,-73.95157,Entire home/apt,300,3,2,2019-07-01,2.0,1,349,7
46900,35483304,"Chelsea Condo - Near Restaurants, Shops, & Trains!",74250362,Molly,Manhattan,Chelsea,40.74509,-73.99135,Entire home/apt,325,2,4,2019-06-28,4.0,1,197,10
48097,36078121,Large Sunny Apartment-By Subway-Lower East Side,40058915,Kevin,Manhattan,Lower East Side,40.71755,-73.98967,Entire home/apt,164,1,1,2019-07-06,1.0,1,163,2
42463,32960518,BEST LOCATION! Charming Renovated Apt Union Square,248050046,L.Anouk,Manhattan,Gramercy,40.73488,-73.98585,Entire home/apt,190,7,10,2019-06-26,2.7,1,24,12
21997,17694203,Sun drenched Park Slope getaway..,50755667,Kyla,Brooklyn,South Slope,40.66865,-73.9865,Entire home/apt,85,3,6,2019-02-20,0.23,3,98,138
36386,28939377,SUMMER SPECIAL! Spacious Harlem Condo,218140824,Jason,Manhattan,Harlem,40.80756,-73.94855,Entire home/apt,145,60,1,2019-01-07,0.16,1,227,182
19612,15704180,ARTIST LOFT in WILLIAMSBURG,1407676,Jessica,Brooklyn,Williamsburg,40.71623,-73.95777,Private room,350,1,19,2019-07-03,0.64,4,244,5
33674,26670812,Lucky home 温馨如家,88576580,Anna,Queens,Flushing,40.75432,-73.82273,Private room,60,1,1,2018-08-15,0.09,2,0,327
16449,13202799,Astoria Room Fit for a Queen!,5402234,Maya,Queens,Ditmars Steinway,40.77481,-73.91562,Private room,50,2,9,2019-06-30,0.68,1,28,8
34765,27555063,Brooklyn Heights with a breathtaking terrace,63338955,Michael,Brooklyn,Brooklyn Heights,40.6932,-73.9945,Entire home/apt,200,3,4,2019-01-05,0.37,1,0,184
2002,883306,1  Bedroom in Clinton Hill Share,4310378,Autumn,Brooklyn,Clinton Hill,40.69494,-73.96372,Private room,79,2,102,2019-06-17,1.41,3,361,21
32863,25893224,Simple and clean,24000784,Robert,Brooklyn,Sunset Park,40.64524,-74.01273,Entire home/apt,90,2,31,2019-06-18,2.49,4,126,20
32495,25474632,Coworking Style Sublet,37151670,Zoltan,Queens,Long Island City,40.7639,-73.93199,Private room,55,14,6,2019-06-28,0.45,1,61,10
36798,29241662,Artsy Apartment - Large Bedroom in Upper Manhattan,220307306,Tatianna,Manhattan,Washington Heights,40.85712,-73.9277,Private room,90,1,4,2018-11-11,0.46,1,0,239
19233,15311733,Best of Wall Street (Full Studio ALL yours),28717495,Yasir,Manhattan,Financial District,40.70651,-74.00656,Entire home/apt,199,2,1,2016-10-10,0.03,1,0,1001
15357,12309399,Big Bright room in Bushwick,4206804,Jam,Brooklyn,Bushwick,40.70376,-73.92718,Private room,70,3,2,2018-03-22,0.06,1,249,473
33998,26934153,Comfortable shared room near Manhattan,178543960,Sergii,Brooklyn,Greenpoint,40.72133,-73.93995,Shared room,38,30,1,2018-09-30,0.11,10,365,281
5269,3808620,Great Renovations. Columbus Circle,1475015,Mike,Manhattan,Hell's Kitchen,40.76867,-73.98541,Entire home/apt,87,30,6,2019-04-21,0.11,52,365,78
14082,10784650,"East Village 3 Beds, 2 bedrooms. Sleeps 5  MAX",48320077,Michael,Manhattan,East Village,40.7276,-73.98635,Entire home/apt,219,1,101,2019-07-01,2.46,2,341,7
4318,2883054,Urban Holiday...,5117939,Shanti,Brooklyn,Crown Heights,40.67335,-73.91881,Entire home/apt,100,5,177,2019-07-01,2.87,1,214,7
3083,1820931,Gorgeous large 1 bedroom apt for March- April.,3889301,Marek,Manhattan,Washington Heights,40.85557,-73.93641,Entire home/apt,99,7,3,2018-04-08,0.04,1,0,456
25597,20495252,Beautiful Room in a Classic Harlem Neighborhood!,126844198,Rahwa,Manhattan,Harlem,40.8255,-73.94119,Private room,50,3,2,2017-10-10,0.09,1,0,636
32197,25184077,Charming Apartment in the Heart of East Village,14654770,Mariaval,Manhattan,East Village,40.72759,-73.98047,Private room,97,3,6,2018-07-15,0.44,1,0,358
46514,35284533,City Gem 15 minutes from Midtown Manhattan,265647188,Sonydelane,Queens,Long Island City,40.75837,-73.93429,Entire home/apt,250,3,1,2019-06-29,1.0,1,353,9
37575,29805233,Brand New NYC Apartment: Central Park & Midtown,224238226,Maksum,Manhattan,Upper East Side,40.76263,-73.96881,Entire home/apt,265,6,33,2019-06-16,4.16,1,95,22
25882,20686134,Hideaway Studio,14469743,Brian,Bronx,Pelham Bay,40.84711,-73.83039,Entire home/apt,80,2,66,2019-06-19,3.04,1,56,19
21884,17591278,Penthouse Apartment in Chelsea,86602555,Anna,Manhattan,Chelsea,40.74314,-73.99552,Entire home/apt,250,2,24,2019-07-01,0.9,1,42,7
3961,2466770,New Factory Converted Studio Loft,7503643,Vida,Brooklyn,Greenpoint,40.72574,-73.94146,Entire home/apt,129,30,3,2017-11-06,0.05,52,303,609
33467,26451569,Cozy Apartment 15 Minutes from Grand Central,198451327,Amanda,Queens,Sunnyside,40.74611,-73.91548,Entire home/apt,72,2,14,2018-09-29,1.12,1,0,282
41184,32039920,Spacious 3 bdrms/ 2 baths  Prime Manhattan,238133848,Garry,Manhattan,Midtown,40.75702,-73.96503,Entire home/apt,450,30,3,2019-05-24,0.58,1,154,45
39603,30819919,Charming Hideout by the East River,63419128,Noah,Manhattan,Stuyvesant Town,40.73284,-73.97635,Private room,120,3,2,2019-01-19,0.32,1,0,170
25265,20207945,Cozy locked Bedroom - 10 minutes from Times Square,52166457,Jacketta,Queens,Long Island City,40.74715,-73.94605,Private room,70,2,6,2018-10-02,0.26,1,0,279
33376,26366437,LIVING ROOM COUCH amazing Williamsburg location,91498269,Jonny,Brooklyn,Williamsburg,40.7155,-73.95724,Shared room,100,1,31,2019-06-30,2.81,1,82,8
25328,20256027,Penthouse Apt with Incredible Views & Location,20729779,Desislava,Manhattan,Kips Bay,40.74195,-73.97826,Private room,69,1,16,2018-01-17,0.68,1,0,537
32439,25416257,THE 602 SHOWROOM,26490270,The 6o2,Brooklyn,Prospect-Lefferts Gardens,40.65925,-73.94862,Entire home/apt,1000,1,1,2018-10-30,0.12,1,365,251
26116,20827546,Small Bedroom in Dreamy Brownstone,12568104,Brielle,Brooklyn,Williamsburg,40.71353,-73.96453,Private room,60,3,1,2018-03-16,0.06,1,0,479
24191,19488192,Designer Light Filled Aptartment in Williamsburg,17048787,Juliana,Brooklyn,Williamsburg,40.71619,-73.96126,Private room,80,3,5,2019-01-06,0.36,1,13,183
3020,1767037,Small Cozy Room Wifi & AC near JFK,9284163,Antonio,Queens,Woodhaven,40.68968,-73.85219,Private room,29,2,386,2019-06-19,5.53,3,50,19
11196,8668932,Bright and Artsy Crown Heights Apt!,10595966,Jennifer,Brooklyn,Crown Heights,40.66687,-73.95662,Entire home/apt,119,4,13,2018-06-05,0.29,1,0,398
33086,26099303,Heart of South Williamsburg,27966935,Lara,Brooklyn,Williamsburg,40.71033,-73.9647,Private room,100,28,20,2019-05-31,1.62,1,309,38
10748,8272327,Quiet Brownstone Parlor Studio,38465372,Nadege & Charles,Brooklyn,Cobble Hill,40.6869,-73.99741,Entire home/apt,225,3,38,2019-06-30,0.96,1,135,8
20106,16099007,Comfortable room and very clean!,104885443,Maiko,Queens,Astoria,40.76819,-73.92755,Private room,85,2,57,2019-06-22,1.86,2,306,16
25702,20580419,Sunset room,145878384,Denise,Brooklyn,East Flatbush,40.65441,-73.93009,Private room,75,3,11,2019-05-22,0.52,7,330,47
17517,13772589,Beachside Antique Themed Room,36380968,Alex,Brooklyn,Brighton Beach,40.57577,-73.96115,Private room,60,1,18,2019-07-05,2.78,2,343,3
29065,22343429,Spacious Greenwich Village Apt near Wash Sq. Park,15927874,Mike,Manhattan,Greenwich Village,40.72941,-74.00004,Entire home/apt,191,3,1,2017-12-20,0.05,1,0,565
30334,23451337,Spacious fully furnished studio apartment,83786650,Bridge,Manhattan,Upper East Side,40.75988,-73.96115,Entire home/apt,100,30,5,2019-04-30,0.34,8,229,69
2730,1474752,Dope Williamsburg Apartment,2259113,Ange,Brooklyn,Williamsburg,40.71215,-73.95637,Private room,110,3,23,2019-05-06,0.32,1,159,63
28980,22309304,Upper class in the upper east,75872359,Meryl,Manhattan,Upper East Side,40.77835,-73.94756,Entire home/apt,150,2,1,2018-01-01,0.05,1,0,553
32138,25126089,Beautiful Spacious Artist’s Home! * close to train,13964451,Monica,Brooklyn,Bedford-Stuyvesant,40.68316,-73.91637,Entire home/apt,120,2,34,2019-06-23,2.49,1,23,15
4417,3004348,Modern Stay in Brownstone Brooklyn,15310896,Christy,Brooklyn,Bedford-Stuyvesant,40.68426,-73.95054,Entire home/apt,100,3,284,2019-06-24,4.57,1,237,14
9374,7181422,Cute 1br in Williamsburg,4993337,Stephanie,Brooklyn,Williamsburg,40.71044,-73.953,Entire home/apt,110,1,2,2015-08-10,0.04,1,0,1428
2354,1146534,furnished br in 2 br share in WV,6286114,Stephen,Manhattan,West Village,40.73614,-74.00634,Private room,64,5,42,2019-04-10,0.56,1,0,89
1063,447840,Private Artist’s Apt/ Amazing Location!,242506,Jsun,Brooklyn,Williamsburg,40.71164,-73.965,Entire home/apt,299,2,5,2016-01-09,0.06,3,0,1276
31869,24867995,暑假短租,78823148,Adelle,Manhattan,Kips Bay,40.74235,-73.97971,Private room,150,5,1,2018-05-18,0.07,1,0,416
9636,7400486,My Spacious & Comfy Home Away,32604265,Shaquana,Brooklyn,Crown Heights,40.67647,-73.94813,Entire home/apt,135,2,23,2017-06-12,0.59,1,0,756
34212,27137301,"Bright, modern duplex w/ rooftop deck  & balcony",9736367,Katie,Brooklyn,Bedford-Stuyvesant,40.68652,-73.94848,Private room,46,3,5,2019-04-22,0.47,1,0,77
26951,21354525,Cozy Brooklyn Heights Getaway w/ Manhattan Access,11743513,Henry,Brooklyn,Brooklyn Heights,40.69252,-73.99121,Private room,90,1,87,2019-06-16,4.29,1,108,22
27579,21698351,佳源家庭旅馆双床房间,157067019,Ada,Queens,Flushing,40.76498,-73.8301,Private room,78,1,17,2018-12-14,0.87,3,82,206
32305,25278771,Homey Gowanus retreat for artists and dog lovers,184898953,Lindsey,Brooklyn,Gowanus,40.67602,-73.98535,Private room,100,3,8,2019-07-06,0.59,1,0,2
22561,18252876,Charming Spacious Studio in UWS with balcony,60022283,Audrey,Manhattan,Morningside Heights,40.80507,-73.96414,Entire home/apt,116,3,16,2019-05-25,0.61,1,0,44
30703,23755278,SPACIOUS HARLEM APT,105825171,Benjamin,Manhattan,Harlem,40.82383,-73.94037,Private room,93,1,2,2018-04-01,0.13,1,0,463
40968,31875688,East Village Loft,238779678,Dustin,Manhattan,East Village,40.72631,-73.98876,Private room,73,30,1,2019-04-30,0.43,9,332,69
32295,25265984,comfy and cozy room near subway station,186155189,Kyunam,Manhattan,Washington Heights,40.84369,-73.94064,Private room,50,1,11,2019-06-01,1.0,3,90,37
28614,22162915,2 Beds 1 Bath UPPER WEST SIDE/ LINCOLN CENTER,131647128,Emily,Manhattan,Upper West Side,40.77483,-73.98973,Entire home/apt,200,30,1,2018-10-12,0.11,25,0,269
1209,516452,"Big, Bright, and Beautiful",2542888,Catrinel,Brooklyn,Fort Greene,40.68679,-73.97378,Entire home/apt,99,30,5,2019-05-12,0.06,1,242,57
46596,35338703,The Stonewall Room at Incentra Village House,241889662,Incentra,Manhattan,West Village,40.73766,-74.00448,Private room,999,1,2,2019-07-05,2.0,5,321,3
22871,18522181,Beautiful in Brooklyn - Perfect for Groups!,106454216,Steven,Brooklyn,Bushwick,40.68827,-73.91815,Entire home/apt,180,2,54,2019-06-24,2.15,2,308,14
27652,21733510,Beautiful 1 bedroom in bedstuy,60153355,Ameyo,Brooklyn,Bedford-Stuyvesant,40.67984,-73.95044,Entire home/apt,120,11,8,2019-01-04,0.42,1,189,185
33898,26845561,The Unique Home in New York City,78643953,Daniel,Brooklyn,Bushwick,40.68875,-73.916,Entire home/apt,159,3,20,2019-07-01,3.14,2,258,7
36268,28850624,Cozy room in historic Brooklyn walk-up,47485031,Ben,Brooklyn,South Slope,40.66189,-73.97946,Private room,60,2,1,2018-10-30,0.12,1,36,251
42066,32676112,Margarita's Room # 2 A unos minutos del JFK y LGA,214738765,Lucio,Queens,Richmond Hill,40.69433,-73.83114,Private room,58,1,16,2019-06-30,4.44,3,129,8
21627,17349377,One Bedroom Apt in NYC on 1st Floor!,2450673,Christopher,Manhattan,Washington Heights,40.84417,-73.94063,Entire home/apt,79,1,4,2018-01-07,0.14,1,0,547
20766,16451278,Williamsburg Loft - Short or Long term Roommate,7988793,Andres,Brooklyn,Williamsburg,40.71996,-73.95567,Private room,59,30,1,2017-02-23,0.03,1,0,865
19590,15672772,Williamsburg/Bedstuy Creative Loft,2394687,Nkoli,Brooklyn,Williamsburg,40.70005,-73.95101,Entire home/apt,260,1,1,2018-10-06,0.11,1,88,275
8213,6329973,Times Square room with private bath,31626212,Troy,Manhattan,Theater District,40.75731,-73.98479,Private room,120,60,140,2019-06-24,2.81,5,283,14
44356,34196242,Newly renovated loft on quiet block,20810101,Amy,Brooklyn,Bedford-Stuyvesant,40.68111,-73.94683,Private room,93,1,2,2019-06-29,1.4,2,23,9
2869,1633420,NYC Harlem cozy private room,8677477,Tia,Manhattan,Harlem,40.81307,-73.93854,Private room,80,1,73,2019-05-24,1.08,1,309,45
1028,424192,luxury 1 BedRoom Apt Hells Kitchen,2108853,Jasen,Manhattan,Hell's Kitchen,40.7559,-73.99469,Entire home/apt,325,30,18,2016-05-21,0.21,1,364,1143
32865,25893890,Cozy & Elegant 1 bedroom,194141910,Lilee,Manhattan,Hell's Kitchen,40.75574,-73.99723,Private room,134,2,16,2019-05-31,1.26,1,12,38
24645,19806105,"Beautiful, Private 3BR Apt EAST VILLAGE",69891628,Daniel,Manhattan,East Village,40.72838,-73.97943,Entire home/apt,305,2,29,2019-07-01,1.29,1,58,7
7145,5195568,private room,26877037,Catherine,Brooklyn,Sheepshead Bay,40.60059,-73.95899,Private room,139,1,3,2015-10-14,0.06,2,0,1363
27686,21746100,2 bed 2 bath in cool east Williamsburg Loft!,19298428,Lucy,Brooklyn,Williamsburg,40.70509,-73.93471,Entire home/apt,150,2,6,2019-05-04,0.31,1,0,65
24755,19876641,Boho Brooklyn nest,93859477,Mac,Brooklyn,Williamsburg,40.71983,-73.9592,Entire home/apt,210,2,23,2019-03-26,0.96,1,0,104
3326,1987371,"Williamsburg, prime loction, Brooklyn private room",1525582,Christina,Brooklyn,Williamsburg,40.71971,-73.95998,Private room,79,3,176,2019-06-21,2.63,1,37,17
21643,17367289,"Cozy 1BD near JFK, Beach, Subway, Buses, & Kitchen",112910861,Francisca,Queens,Far Rockaway,40.59745,-73.76032,Private room,35,1,61,2019-06-06,2.12,2,124,32
30918,23946427,Big Bright 1BR Apt in the Heart of Brooklyn!,58390724,Aleksandra,Brooklyn,Midwood,40.62923,-73.95746,Entire home/apt,140,2,19,2019-01-09,1.23,1,165,180
39597,30817603,Large Private Room. Fits up to 6 people,135060128,Abella,Brooklyn,Williamsburg,40.70841,-73.95048,Private room,120,1,3,2019-07-06,0.47,2,269,2
46062,35058541,"Clean, Cozy, Private Bath &  Bedroom  Apartment",264088176,Cecilia,Bronx,Throgs Neck,40.81869,-73.82233,Entire home/apt,99,2,3,2019-07-05,3.0,1,120,3
7789,5915351,Amazing apartment!,30719563,David,Brooklyn,Bedford-Stuyvesant,40.67953,-73.95136,Private room,150,7,12,2018-08-26,0.25,1,0,316
21447,17130293,furnished private room/bathroom,97543375,Jennifer,Brooklyn,Williamsburg,40.71506,-73.94158,Private room,85,2,3,2018-09-02,0.22,2,40,309
10458,8012976,Master Suite w/ Private Bath in Financial District,48165,Donna,Manhattan,Financial District,40.70726,-74.00593,Private room,120,2,128,2019-06-15,2.74,1,246,23
14772,11675817,Your Own Studio in Lower East Side,1534857,Sandro,Manhattan,Chinatown,40.71674,-73.98995,Entire home/apt,120,7,1,2016-04-08,0.03,2,0,1186
4320,2887761,Quiet & Central West Village Artist’s 2 Bedroom,14554858,Sara,Manhattan,West Village,40.72965,-74.00397,Entire home/apt,385,5,44,2019-05-25,0.75,1,180,44
3170,1890851,"Stylish,Sunny, spacious luxury loft",6321587,Bud,Brooklyn,Bedford-Stuyvesant,40.68166,-73.94325,Entire home/apt,149,2,20,2019-06-09,0.31,1,355,29
18309,14361378,"Sun Drenched, Huge Room-Park Slope",19877163,Heather,Brooklyn,Boerum Hill,40.68316,-73.97952,Private room,55,2,1,2016-08-11,0.03,1,0,1061
5160,3717749,Two Porches & Private Room,5573250,Jason,Brooklyn,Kensington,40.6413,-73.98233,Private room,70,1,2,2015-07-06,0.03,1,0,1463
7949,6103774,Studio Apt East Harlem,27289632,Willa,Manhattan,East Harlem,40.79842,-73.93549,Entire home/apt,90,3,138,2019-07-02,2.74,1,71,6
26352,20996372,"Luxury in Brooklyn Brownstone, Close to Metro!!!",151146788,Rohit,Brooklyn,Bedford-Stuyvesant,40.68884,-73.92958,Entire home/apt,170,3,99,2019-06-22,4.79,2,288,16
15803,12782370,2 bed Apartment close to Times Sq,280830,George,Manhattan,Hell's Kitchen,40.76153,-73.98915,Entire home/apt,244,2,176,2019-07-01,4.57,1,282,7
8359,6425751,LUXURY DOORMAN HIGH RISE One Bedroom,33530934,Jason,Manhattan,Hell's Kitchen,40.76525,-73.99056,Entire home/apt,272,1,38,2019-05-09,0.89,1,360,60
26909,21313950,Private room in East Village,18381155,Atanas,Manhattan,East Village,40.72308,-73.98112,Private room,90,4,3,2018-07-27,0.17,1,0,346
19848,15896529,Bright and quiet room with private bathroom,10191995,Nora,Manhattan,Chinatown,40.71542,-73.99045,Private room,119,6,117,2019-06-17,3.65,2,207,21
39431,30735151,Cozy Private BR - Less Than Five Mins To Subway,230037325,Jay,Brooklyn,Bedford-Stuyvesant,40.67935,-73.90838,Private room,55,1,9,2019-06-19,1.38,6,173,19
41494,32250920,The Berry - Hip in the heart of Williamsburg.,1859754,Adam,Brooklyn,Williamsburg,40.71989,-73.9581,Entire home/apt,100,4,2,2019-06-30,0.48,1,7,8
25620,20506481,Cozy Chelsea Apartment,12552750,Kimberly,Manhattan,Chelsea,40.73982,-74.0011,Entire home/apt,195,1,71,2019-06-24,3.2,1,12,14
47130,35606165,Luggage storage only No Beds Available.,267872829,Sonya,Brooklyn,Fort Hamilton,40.61819,-74.03296,Shared room,20,1,1,2019-06-27,1.0,1,353,11
13528,10119376,Queen Cabin with Window Two,51913826,The Bowery House,Manhattan,Nolita,40.72152,-73.99476,Private room,159,1,9,2019-03-16,0.22,8,0,114
46593,35336972,Sun-filled Plant Oasis Bedroom w/ Private Bathroom,253943547,Nia,Brooklyn,Bedford-Stuyvesant,40.6966,-73.94339,Private room,63,1,4,2019-06-27,4.0,1,20,11
18566,14661553,Bright and clean room in a quaint neighborhood,515095,Mei,Brooklyn,Carroll Gardens,40.67954,-73.99935,Private room,100,2,93,2019-06-23,2.78,2,74,15
24042,19383561,Sunny & Quaint NYC Loft in Chelsea/Meatpacking,9597266,Audrey,Manhattan,West Village,40.74012,-74.00364,Entire home/apt,190,2,1,2017-07-31,0.04,1,0,707
23649,19122483,NYC Home Away from Home (Triplex),68271069,Mark,Manhattan,Upper West Side,40.79343,-73.97274,Entire home/apt,800,7,5,2018-12-29,0.22,1,68,191
3251,1939106,Charming 1BR in the East Village,3710931,Stephanie,Manhattan,East Village,40.72997,-73.98497,Entire home/apt,172,1,18,2018-07-16,0.27,1,0,357
7717,5842819,"Amazing Apartment, Heart of Willy!",3560299,Auminea,Brooklyn,Williamsburg,40.71671,-73.95591,Private room,90,1,1,2015-06-03,0.02,1,0,1496
